17,Dhaka,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Dhaka_14th_March_%2832624769393%29.jpg/500px-Dhaka_14th_March_%2832624769393%29.jpg
18,Lagos,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2014_Tinubu_Square_Lagos_Nigeria_14640600637.jpg/500px-2014_Tinubu_Square_Lagos_Nigeria_14640600637.jpg
19,Istanbul,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Bosphorus_Bridge_%28235499411%29.jpeg/500px-Bosphorus_Bridge_%28235499411%29.jpeg
20,Karachi,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Jinnah_Mausoleum_%28cropped%29.JPG/500px-Jinnah_Mausoleum_%28cropped%29.JPG
21,Bangalore,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/UB_City_at_night_.jpg/500px-UB_City_at_night_.jpg
22,Tehran,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Tehran_sky.jpg/500px-Tehran_sky.jpg
23,Kinshasa,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Vue_Kinshasa.jpg/500px-Vue_Kinshasa.jpg
24,Ho Chi Minh City,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Ho_Chi_Minh_City_Skyline_%28night%29.jpg/500px-Ho_Chi_Minh_City_Skyline_%28night%29.jpg
25,Los Angeles,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Wiki_training_0226.jpg/500px-Wiki_training_0226.jpg
26,Rio de Janeiro,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Enseada_de_Botafogo_e_P%C3%A3o_de_A%C3%A7%C3%BAcar.jpg/500px-Enseada_de_Botafogo_e_P%C3%A3o_de_A%C3%A7%C3%BAcar.jpg
27,Baoding,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Baoding_001.jpg/500px-Baoding_001.jpg
28,Chennai,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Chennai_-_bird%27s-eye_view.jpg/500px-Chennai_-_bird%27s-eye_view.jpg
29,Chengdu,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/%E6%88%90%E9%83%BD%E5%A4%A7%E7%86%8A%E7%8C%AB%E7%B9%81%E8%82%B2%E7%A0%94%E7%A9%B6%E5%9F%BA%E5%9C%B0_-_panoramio_%287%29.jpg/500px-%E6%88%90%E9%83%BD%E5%A4%A7%E7%86%8A%E7%8C%AB%E7%B9%81%E8%82%B2%E7%A0%94%E7%A9%B6%E5%9F%BA%E5%9C%B0_-_panoramio_%287%29.jpg
30,Lahore,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Lahore_collage.jpg/311px-Lahore_collage.jpg
31,Paris,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/La_Tour_Eiffel_vue_de_la_Tour_Saint-Jacques%2C_Paris_ao%C3%BBt_2014_%282%29.jpg/500px-La_Tour_Eiffel_vue_de_la_Tour_Saint-Jacques%2C_Paris_ao%C3%BBt_2014_%282%29.jpg
32,London,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/London_Montage_L.jpg/332px-London_Montage_L.jpg
33,Linyi,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Linyi_montage.png/352px-Linyi_montage.png
34,Tianjin,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/%E7%82%AB%E5%BD%A9%E6%B4%A5%E9%97%A811Tianjin_Eye_and_Haihe_River.jpg/500px-%E7%82%AB%E5%BD%A9%E6%B4%A5%E9%97%A811Tianjin_Eye_and_Haihe_River.jpg
35,Shijiazhuang,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chang%27An_Park.jpg/500px-Chang%27An_Park.jpg
36,Zhoukou,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/ShayingRiver_Zhoukou.jpg/500px-ShayingRiver_Zhoukou.jpg
37,Lima,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Bas%C3%ADlica_Catedral_Metropolitana_de_Lima.jpg/500px-Bas%C3%ADlica_Catedral_Metropolitana_de_Lima.jpg
38,Handan,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/%E9%82%AF%E9%83%B8%E5%B8%82%E8%A1%97%E9%81%9301.jpg/500px-%E9%82%AF%E9%83%B8%E5%B8%82%E8%A1%97%E9%81%9301.jpg
39,Bogotá,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Centro_internacional.JPG/500px-Centro_internacional.JPG
40,Weifang,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Weifang_montage.png/390px-Weifang_montage.png
41,Nagoya,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Meieki_from_Heiwa_Park_Aqua_Tower.jpg/500px-Meieki_from_Heiwa_Park_Aqua_Tower.jpg
42,Wuhan,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Wuhan_Yangtze_River_Bridge_in_2020.jpg/500px-Wuhan_Yangtze_River_Bridge_in_2020.jpg
43,Heze,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/The_crossroads_in_Heze%2CShandong_province.jpg/500px-The_crossroads_in_Heze%2CShandong_province.jpg
44,Ganzhou,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Yugutai.JPG/500px-Yugutai.JPG
45,Chicago,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Chicago_montage1.jpg/366px-Chicago_montage1.jpg
46,Luanda,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Luanda_Skyline_-_Angola_2015_%28cropped%29.jpg/500px-Luanda_Skyline_-_Angola_2015_%28cropped%29.jpg
47,Changsha,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/%E7%88%B1%E6%99%9A%E4%BA%AD%EF%BC%88%E7%A7%8B-%E4%BE%A7%E9%9D%A2%EF%BC%89.jpg/500px-%E7%88%B1%E6%99%9A%E4%BA%AD%EF%BC%88%E7%A7%8B-%E4%BE%A7%E9%9D%A2%EF%BC%89.jpg
48,Fuyang,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Fuyang_Anhui_Downtown_Area_Walkway.jpeg/500px-Fuyang_Anhui_Downtown_Area_Walkway.jpeg
49,Kuala Lumpur,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Moonrise_over_kuala_lumpur.jpg/500px-Moonrise_over_kuala_lumpur.jpg
50,Jining,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/%E6%B5%8E%E5%AE%81%E5%B8%82%2C_%E4%B8%AD%E5%9B%BD_Dec_07%2C_2020_15-57-16.jpeg/500px-%E6%B5%8E%E5%AE%81%E5%B8%82%2C_%E4%B8%AD%E5%9B%BD_Dec_07%2C_2020_15-57-16.jpeg
51,Dongguan,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Dongguan_montage.jpg/388px-Dongguan_montage.jpg
52,Jinan,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/5/5c/Jinan_montage.png
53,Foshan,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Foshan_montage.jpg/346px-Foshan_montage.jpg
54,Hanoi,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Th%C3%A1p_R%C3%B9a_6.jpg/500px-Th%C3%A1p_R%C3%B9a_6.jpg
55,Pune,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/SHANIWAR_WADA.jpg/500px-SHANIWAR_WADA.jpg
56,Chongqing,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Chongqing_in_China_%28%2Ball_claims_hatched%29.svg/500px-Chongqing_in_China_%28%2Ball_claims_hatched%29.svg.png
57,Changchun,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Changchun_Montage_2017.png/372px-Changchun_Montage_2017.png
58,Zhumadian,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/9/97/ChinaHenanZhumadian.png
59,Ningbo,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Ningbo_South_Business_District_24-09-2018.jpg/500px-Ningbo_South_Business_District_24-09-2018.jpg
60,Cangzhou,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/%E7%8B%AE%E5%9F%8E%E5%B9%BF%E5%9C%BA_%E9%93%81%E7%8B%AE%E5%AD%90_-_panoramio.jpg/500px-%E7%8B%AE%E5%9F%8E%E5%B9%BF%E5%9C%BA_%E9%93%81%E7%8B%AE%E5%AD%90_-_panoramio.jpg
61,Nanjing,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Nanjing_locator_map_in_Jiangsu.svg/500px-Nanjing_locator_map_in_Jiangsu.svg.png
62,Hefei,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Hefei_montage1.png/353px-Hefei_montage1.png
63,Ahmedabad,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/AhmedabadPhotoMontage1.jpg/500px-AhmedabadPhotoMontage1.jpg
64,Hong Kong,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Flag_of_Hong_Kong.svg/500px-Flag_of_Hong_Kong.svg.png
65,Zhanjiang,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Zhanjiang_Bay_Bridge_-_20181030.jpg/500px-Zhanjiang_Bay_Bridge_-_20181030.jpg
66,Shaoyang,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/%E9%98%B3-626.jpg/500px-%E9%98%B3-626.jpg
67,Hengyang,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/5/5f/Hengyang_montage.PNG
68,Khartoum,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/5/5b/Khartoum.jpg
69,Nantong,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Nantong_skyline_flanking_the_Hao_River.jpg/500px-Nantong_skyline_flanking_the_Hao_River.jpg
70,Yancheng,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Lu_Xiufu_Temple.jpg/500px-Lu_Xiufu_Temple.jpg
71,Nanning,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Nanning_Montage.jpg/307px-Nanning_Montage.jpg
72,Shenyang,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Beiling_Park_Zhao_Mausoleum_%28Qing_dynasty%29_drone_view_7.jpg/500px-Beiling_Park_Zhao_Mausoleum_%28Qing_dynasty%29_drone_view_7.jpg
73,Tangshan,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Dachengshan_Park_of_Tangshan_01.jpg/500px-Dachengshan_Park_of_Tangshan_01.jpg
74,Santiago,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Flag_of_Santiago%2C_Chile.svg/500px-Flag_of_Santiago%2C_Chile.svg.png
75,Zhengzhou,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Zhengdong_CBD_01.jpg/500px-Zhengdong_CBD_01.jpg
76,Shangqiu,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Shangqiuzhan.jpg/500px-Shangqiuzhan.jpg
77,Yantai,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Yantai2017.jpg/500px-Yantai2017.jpg
78,Riyadh,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Al-Riyad.jpg/500px-Al-Riyad.jpg
79,Dar es Salaam,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Dar_es_Salaam_-_Posta.jpg/500px-Dar_es_Salaam_-_Posta.jpg
80,Xinyang,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/0/05/Henan_Xinyang_map_a.png
81,Shangrao,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Shangrao_Kuiwenta.jpg/500px-Shangrao_Kuiwenta.jpg
82,Luoyang,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/China_Luoyang.png/358px-China_Luoyang.png
83,Bijie,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Location_of_Bijie_Prefecture_within_Guizhou_%28China%29.png/500px-Location_of_Bijie_Prefecture_within_Guizhou_%28China%29.png
84,Quanzhou,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/%E6%B3%89%E5%B7%9E%E6%B5%A6%E8%A5%BF%E4%B8%87%E8%BE%BE%E5%B9%BF%E5%9C%BA_-_panoramio.jpg/500px-%E6%B3%89%E5%B7%9E%E6%B5%A6%E8%A5%BF%E4%B8%87%E8%BE%BE%E5%B9%BF%E5%9C%BA_-_panoramio.jpg
85,Hangzhou,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Hangzhou_CBD_%28Cropped%29.jpg/500px-Hangzhou_CBD_%28Cropped%29.jpg
86,Miami,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Miami_collage_20110330.jpg/366px-Miami_collage_20110330.jpg
87,Huanggang,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/%E9%BB%84%E5%86%88%E5%A4%A9%E9%99%85%E7%BA%BF.jpg/500px-%E9%BB%84%E5%86%88%E5%A4%A9%E9%99%85%E7%BA%BF.jpg
88,Maoming,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/%E5%B9%BF%E4%B8%9C%E7%9F%B3%E6%B2%B9%E5%8C%96%E5%B7%A5%E5%AD%A6%E9%99%A2_2014-09-liuzusai_-_panoramio_%281%29.jpg/500px-%E5%B9%BF%E4%B8%9C%E7%9F%B3%E6%B2%B9%E5%8C%96%E5%B7%A5%E5%AD%A6%E9%99%A2_2014-09-liuzusai_-_panoramio_%281%29.jpg
89,Kunming,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Dian_Lake.jpg/500px-Dian_Lake.jpg
90,Nanchong,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Nanchong_night.jpg/500px-Nanchong_night.jpg
91,Zunyi,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Zunyi.JPG/500px-Zunyi.JPG
92,Jieyang,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/%E6%A6%95%E6%B1%9F%E9%9F%B3%E4%B9%90%E5%96%B7%E6%B3%89.jpg/500px-%E6%A6%95%E6%B1%9F%E9%9F%B3%E4%B9%90%E5%96%B7%E6%B3%89.jpg
93,Madrid,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Gran_V%C3%ADa_%28Madrid%29_1.jpg/500px-Gran_V%C3%ADa_%28Madrid%29_1.jpg
94,Changde,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/%E5%B8%B8%E5%BE%B7%E5%B8%82%E5%8C%BA_-_panoramio.jpg/500px-%E5%B8%B8%E5%BE%B7%E5%B8%82%E5%8C%BA_-_panoramio.jpg
95,Taizhou,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Taizhou_disambiguation_map.svg/500px-Taizhou_disambiguation_map.svg.png
96,Liaocheng,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/a/a7/ChinaShandongLiaocheng.png
97,Qujing,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/QuJing.JPG/500px-QuJing.JPG
98,Baghdad,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Baghdad_collage.png/433px-Baghdad_collage.png
99,Qingdao,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Qingdao_new_montage.png/331px-Qingdao_new_montage.png
100,Singapore,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Singapore.svg/500px-Flag_of_Singapore.svg.png
101,Dallas,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/View_from_Reunion_Tower_August_2015_13.jpg/500px-View_from_Reunion_Tower_August_2015_13.jpg
102,Dazhou,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/%E5%9B%9B%E5%B7%9D_%E8%BE%BE%E5%B7%9E%E5%B8%82-%E5%BB%8A%E6%A1%A5_-_panoramio.jpg/500px-%E5%9B%9B%E5%B7%9D_%E8%BE%BE%E5%B7%9E%E5%B8%82-%E5%BB%8A%E6%A1%A5_-_panoramio.jpg
103,Suzhou,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Jinji_Lake_Suzhou_November_2017_002.jpg/500px-Jinji_Lake_Suzhou_November_2017_002.jpg
104,Xiangyang,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Xiangyang%2C_Hubei%2C_China.jpg/500px-Xiangyang%2C_Hubei%2C_China.jpg
105,Philadelphia,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Independence_National_Historical_Park_INDE0004_b.jpg/399px-Independence_National_Historical_Park_INDE0004_b.jpg
106,Giza,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Giza-Nile.JPG/500px-Giza-Nile.JPG
107,Nairobi,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Nairobi_Montage_A.jpg/332px-Nairobi_Montage_A.jpg
108,Ankara,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Ankara_Montage_2020.jpg/264px-Ankara_Montage_2020.jpg
109,Dezhou,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Dezhou6.jpg/500px-Dezhou6.jpg
110,Houston,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Replica_Space_Shuttle_Orbiter_%E2%80%9CIndependence%E2%80%9D_%2840638280872%29.jpg/500px-Replica_Space_Shuttle_Orbiter_%E2%80%9CIndependence%E2%80%9D_%2840638280872%29.jpg
111,Atlanta,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Atlanta_Montage_2018.png/440px-Atlanta_Montage_2018.png
112,Yongzhou,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/YongZhou.JPG/500px-YongZhou.JPG
113,Toronto,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Toronto_Skyline_Summer_2020.jpg/500px-Toronto_Skyline_Summer_2020.jpg
114,Suihua,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/%E7%BB%A5%E5%8C%96%E5%B8%82%E4%BA%BA%E6%B0%91%E5%B9%BF%E5%9C%BA.jpg/500px-%E7%BB%A5%E5%8C%96%E5%B8%82%E4%BA%BA%E6%B0%91%E5%B9%BF%E5%9C%BA.jpg
115,Qiqihar,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Qiqiharskyline4.JPG/500px-Qiqiharskyline4.JPG
116,Jinhua,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/201805_The_Bridging_Tea_House_from_the_East.jpg/500px-201805_The_Bridging_Tea_House_from_the_East.jpg
117,Saint Petersburg,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Winter_Palace_Panorama_3.jpg/500px-Winter_Palace_Panorama_3.jpg
118,Shantou,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Shantou_Montage.jpg/400px-Shantou_Montage.jpg
119,Sydney,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Sydney_Opera_House_and_Harbour_Bridge_Dusk_%282%29_2019-06-21.jpg/500px-Sydney_Opera_House_and_Harbour_Bridge_Dusk_%282%29_2019-06-21.jpg
120,Weinan,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/WeiNan.JPG/500px-WeiNan.JPG
121,Suqian,Nice Country,Country A,1.1211212,2.121313,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Renmindadao_road_and_Xihu_road_intersection.to_west%2Csee_Xihu_road.20141105..JPG/375px-Renmindadao_road_and_Xihu_road_intersection.to_west%2Csee_Xihu_road.20141105..JPG
